X,Y,amenity,building,name,addr:street,addr:housenumber,brand,addr:postcode,addr:city,website,operator,fuel:diesel,addr:state,brand:wikidata,brand:wikipedia,opening_hours,designation,phone,shop,fuel:octane_87,fuel:octane_92,layer,addr:country,fuel:octane_89,fuel:octane_91,is_in,building:levels,access,name:en,membership,fuel:e10,fuel:biodiesel
-122.314792806012,47.8207260025636,fuel,yes,76,Pacific Highway,19615,,98036,Lynnwood,,,,,,,,,,,,,,,,,,,,,,,
-122.4702395,48.73327165,fuel,yes,76,S 36th St,200,,98225,Bellingham,,,,,,,,,,,,,,,,,,,,,,,
-122.275858949528,47.434116950007,fuel,yes,76,South 188th Street,4603,,98188,Seatac,,,,,,,,,,,,,,,,,,,,76,,,
-122.300190460834,47.3146322153035,fuel,yes,76,South 320th Street,2535,76,98003,Federal Way,,,,,,,,,,,,,,,,yes,,,,,,yes,
-122.2042767,47.3722334,fuel,yes,76,Southeast 256th Street,10225,,98030,Kent,,,,,,,,,,,,,,,,,,,,,,,
-122.122698595743,47.357753586602,fuel,yes,76,Southeast 272nd Street,16405,,98042,Covington,,,,,,,,,,,,,,,,,,,,,,,
-122.326884286335,47.5458898996376,fuel,yes,76,South Michigan Street,575,76,98108,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.36171745,47.2830031,fuel,yes,76,Southwest 356th Street,2100,,98023,Federal Way,,,,,,,,,,,,,,,,,,,,,,,
-122.23275135,47.30738695,fuel,yes,76,West Main Street,210,,98001,Auburn,,,,,,,,,,,,,,,,,,,,,,,
-122.25407265113,47.3815106000112,fuel,yes,76,West Meeker Street,1513,,98032,Kent,,,,,,,24/7,,1 (253) 852-1998,,,,,,,,,,,,,,
-120.54125075,46.9753686,fuel,yes,76,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-122.231310724546,47.3806188493949,fuel,yes,76,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-122.121891375764,47.4884586504927,fuel,yes,76,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3552306,47.7053592,fuel,yes,76,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-122.344032539629,47.6901386103178,fuel,yes,76,,,,,,,76 ConocoPhilips,,,,,,,,convenience,,,,,,,,,,,,,
-122.227697,47.40441715,fuel,yes,76,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.1861497,47.5008635,fuel,yes,76,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-119.0946193,46.24617225,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.488396192252,45.7235058002942,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.405154969309,45.584584500618,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5553965,45.6214482,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6002045,45.6445619,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.552053523811,45.6782434061054,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.64217565,45.63787355,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6812631,45.64040565,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.662046449342,45.6811800583746,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.237145469352,46.8407175992943,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.674624,47.5884012,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.974081192869,47.859799663068,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.357711675696,47.1602575943978,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.468416275573,47.1557064575565,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.106637649936,47.358422855307,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.256496348944,47.2729336500352,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.196772,47.4305855,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2199692,47.4407905,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.24487902276,47.4971217996259,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.28752235,47.46720155,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.14358477463,47.6319367758911,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.344676049712,47.7193556000052,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.207137311018,47.8098192050967,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.20614745,48.18807445,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.63088875,48.3314332,fuel,yes,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.24795345751,47.387021600125,fuel,yes,7-Eleven,Washington Avenue North,711,,98032,Kent,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.2581292,47.48759535,fuel,yes,7-Eleven,,,7-Eleven,,,,,,,,,,,,,,,,,,,,,,7-Eleven,,,
-122.38698705,47.5699821,fuel,yes,7-Eleven,,,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,
-122.22863055906,47.2721426003306,fuel,yes,7-Eleven,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.375770000041,47.5642345500013,fuel,yes,7-Eleven,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.370452950209,47.66340460358,fuel,yes,7-Eleven,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.53506195,45.6235877,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.573336,45.6208592,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.575504308127,45.6775261498391,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.66447995,45.66758035,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.885877125549,46.9820631505438,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2083684,47.29032405,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.221303900271,47.3267430500075,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.301638105009,47.3436075497153,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.230881944174,47.377611500305,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.186674,47.4521765,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3128846,47.71915005,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.21133385,47.8348458,fuel,yes,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.572865421351,47.0901729998213,fuel,yes,Alternative Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.22860415,47.41971205,fuel,yes,APP Total Fuel Management,84th Avenue South,20325,,98032,Kent,,,,,,,,,,,,,,,,,,,,,,,
-122.43478305,47.1486215,fuel,yes,Arco,Pacific Avenue S,11908,Arco,98444,Tacoma,https://www.arco.com/,,,WA,Q304769,en:ARCO,24/7,,+1-253-535-9785,,,,,,,,"Tacoma; Washington; USA",,,,,,
-122.296908281626,47.3862107634144,fuel,yes,Arco,Pacific Highway South,24001,Arco,98032,Kent,,BP,,,Q304769,en:ARCO,,,,,,,,,,,,,,,,,
-122.304641549892,47.3154470499976,fuel,yes,Arco,,,Arco,,,,,,,,,,,,,,,,,,yes,,,,,,yes,
-122.355161912491,47.7338402103539,fuel,yes,Arco,,,Arco,,,,,,,,,,,,,,,,,,,,,,,,,
-122.609094775957,47.5199074400995,fuel,yes,Arco,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
-122.402601926959,45.5859468003374,fuel,yes,Arco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.558426801156,45.6424206498773,fuel,yes,Arco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.64103205,45.6280228,fuel,yes,Arco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.211304808671,47.9635022695999,fuel,yes,Arco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2292388,47.32114805,fuel,yes,ARCO,15th Street Northeast,27,,98002,Auburn,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.519663650262,48.785539149996,fuel,yes,ARCO,Airport Dr,3319,,98226-8048,Bellingham,,,,,,,,,+1-360-647-5715,,,,,,,,,1,,,,,
-122.536680953228,47.2355935253268,fuel,yes,ARCO,Bridgeport Way W,2623,,98466,University Place,https://www.arco.com/,,,WA,,,24/7,,+1-253-564-1179,,,,,,,,,,,,,,
-122.484224550986,47.2315323737237,fuel,yes,ARCO,Center Street,3601,,98409,Tacoma,https://www.arco.com/,,,WA,,,24/7,,+1-253-383-3867,,,,,,,,,,,,,,
-122.525730700058,47.1393593275841,fuel,yes,ARCO,Gravelly Lake Drive Southwest,13005,,98499,Tacoma,https://www.arco.com/,,,WA,,,24/7,,+1-253-582-5882,,,,,,,,,,,,,,
-122.197155224879,47.5186390003464,fuel,yes,ARCO,Northeast 30th Street,1616,,98056,Renton,,,,,,,,,,,,,,,,,,,,,,,
-122.1798968,47.48784395,fuel,yes,ARCO,Northeast 3rd Street,2900,,98056,Renton,,,,,,,,,,,,,,,,,,,,,,,
-122.51557375,47.26020165,fuel,yes,ARCO,N Pearl Street,1101,,98406,Tacoma,https://www.arco.com/,,,WA,,,24/7,,,,,,,US,,,,,,,,,
-122.313851520274,47.3154139026187,fuel,yes,ARCO,Pacific Highway South,31855,,98003,Federal Way,,,,,,,,,,,,,,,,yes,,,,,,yes,
-122.31738685,47.70835585,fuel,yes,ARCO,Roosevelt Way Northeast,10822,,98125,Seattle,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.284256023986,47.3153379503041,fuel,yes,ARCO,South 320th Street,3910,BP,98001,Auburn,https://www.arco.com/,,,,,,24/7,,,,,,,,,,,,,,,,
-122.3350251,48.45234595,fuel,yes,ARCO,South Burlington Boulevard,1790,Arco,98233,,https://arco.com,ARCO,,,,,24/7,,+13607578554,,,,,,,,,,,,,,
-122.260092719559,47.464055899799,fuel,yes,ARCO,Southcenter Boulevard,5800,,98188,Tukwila,https://www.arco.com/,,,,,,24/7,,,,,,,,,,,,,,,,
-122.29413795,47.1772106,fuel,yes,ARCO,South Meridian,1502,,98371,Puyallup,https://www.arco.com/,,,WA,,,,,+1-253-840-3163,,,,,US,,,"Puyallup; Washington; USA",,,,,,
-122.65485235,48.2957129,fuel,yes,ARCO,,,Arco,,,https://www.arco.com/,,,,,,24/7,,,,,,,,,,,,,,,,
-122.256706693312,47.2722329497967,fuel,yes,ARCO,,,ARCO,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3199799,47.5385951,fuel,yes,ARCO,,,ARCO,,,,,,,,,,,,,,,,,,,,,,,,,
-122.309092764401,47.357699250137,fuel,yes,ARCO,,,,,,https://www.arco.com/,,,,,,24/7,,,,,,,,,,,,,,,,
-122.218216024479,47.4852310001541,fuel,yes,ARCO,,,,,,https://www.arco.com/,,,,,,24/7,,,,,,,,,,,,,,,,
-122.25901335,47.38134805,fuel,yes,ARCO,,,,,,https://www.arco.com/,,,,,,24/7,,,,,,,,,,,,,,,,
-122.165553822597,47.5380294052463,fuel,yes,ARCO,,,,,,https://www.arco.com/,,,,,,24/7,,,,,,,,,,,,,,,,
-122.143529441876,47.6267774028264,fuel,yes,ARCO,,,,,,https://www.arco.com/,,,,,,24/7,,,,,,,,,,,,,,,,
-122.344221183958,47.7052677590853,fuel,yes,ARCO,,,,,,,Arco,,,,,24/7,,,convenience,,,,,,,,,,,,,
-122.10745,47.358427,fuel,yes,ARCO,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.227533860292,47.4117393501549,fuel,yes,ARCO,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.600646747813,45.6369840500833,fuel,yes,ARCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.532146101534,45.6727539500863,fuel,yes,ARCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.684111328359,45.817227649725,fuel,yes,ARCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.940962797642,46.1266943996854,fuel,yes,ARCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.46754405,47.15620375,fuel,yes,ARCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.221881133902,47.3399250498847,fuel,yes,ARCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.916427415782,46.1458278495889,fuel,yes,Astro,,,Flying K,,,,,,,,,,,,,,,,,,,,,,,,,
-122.916808005964,46.1459210498416,fuel,yes,Astro,,,Flying K,,,,,,,,,,,,,,,,,,,,,,,,,
-122.574832649733,45.6776038999917,fuel,yes,Astro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.22546395,47.30027205,fuel,yes,Cenex,8th Street Southeast,238,,98002,Auburn,,,,,,,,,,,,,,,,,,,,,,,
-117.260893675104,47.6567414004156,fuel,yes,Cenex,,,,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-122.002958203025,47.3085834000903,fuel,yes,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.03404495,47.53614555,fuel,yes,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.70064345,45.85314085,fuel,yes,CFN,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.901005348017,46.2849005215974,fuel,yes,CFN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-119.0951568,46.2416143,fuel,yes,Cheveron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.503393774079,45.6020426995282,fuel,yes,Cheveron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.900641464029,46.284897393741,fuel,yes,Cheveron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.186257718943,47.366357149196,fuel,yes,Chevron,116th Avenue Southeast,26220,,98030,Kent,,,,,,,,,,,,,,,,,,,,,,,
-122.169135048323,47.5768334935021,fuel,yes,Chevron,128th Ave Southeast,3724,,98006,Bellevue,https://www.chevron.com/,,,WA,,,,,,,,,,,,,,,,,,,
-122.142420870462,47.6101790833195,fuel,yes,Chevron,148th Avenue Northeast,106,,98007,Bellevue,,,,WA,,,,,,,,,,,,,,,,,,,
-122.142900674399,47.6547238494291,fuel,yes,Chevron,148th Avenue Northeast,5040,,98052,,,,,,,,,,,,,,,,,,,,,,,,
-122.375813769923,47.6358051994906,fuel,yes,Chevron,15th Avenue West,1800,,98119,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.5269063,47.25582005,fuel,yes,Chevron,6th Avenue,6701,Chevron,98406,Tacoma,https://www.chevron.com/,,,WA,Q319642,en:Chevron Corporation,,,+1-253-565-4880,,,,,US,,,"Tacoma; Washington; USA",,,,,,
-122.228232800915,47.3022231500079,fuel,yes,Chevron,A Street Southeast,524,,98002,Auburn,,,,,,,,,,,,,,,,,,,,,,,
-122.741765906074,45.9066472500581,fuel,yes,Chevron,Atlantic Avenue,1010,,98674,Woodland,,,,,,,,,,,,,,,,,,,,,,,
-122.217800850952,47.2975999999534,fuel,yes,Chevron,Auburn Way South,1156,,98002,Auburn,,,,,,,,,,,,,,,,,,,,,,,
-122.502883,47.23409135,fuel,yes,Chevron,Center Street,4814,Chevron,98409,Tacoma,https://www.chevron.com/,,,WA,Q319642,en:Chevron Corporation,,,+1-253-565-1125,,,,,US,,,,,,,,,
-122.231485924979,47.3862377502132,fuel,yes,Chevron,Central Avenue North,631,,98032,Kent,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.178165279667,47.5028380000739,fuel,yes,Chevron,Duvall Avenue Northeast,3002,,98056,Renton,,,,,,,,,,,,,,,,,,,,,,,
-122.297230182574,47.7153482006175,fuel,yes,Chevron,Lake City Way Northeast,11750,Chevron,98125,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.5091672,47.1903295,fuel,yes,Chevron,Lakewood Drive W,7410,,98499,Lakewood,https://www.chevron.com/,,,WA,,,,,+1-253-476-9496,,,,,US,,,"Lakewood;Washington;USA",,,,,,
-122.283270564974,47.3153157998964,fuel,yes,Chevron,Military Road South,31980,Chevron,98001,Auburn,,,,,,,,,,,,,,,,,,,,,,,
-122.209980159989,47.7045152463454,fuel,yes,Chevron,Northeast 116th Street,9800,Union 76,98034,Kirkland,,,,,,,,,,,,,,,,,,,,Chevron,,,
-122.103099984455,47.667836494095,fuel,yes,Chevron,Northeast Redmond Way,17809,,98052,Redmond,,,yes,WA,,,,,,,,,,,,,,,,,,,no
-122.36289659692,47.6904822000502,fuel,yes,Chevron,Northwest 85th Street,355,,98117,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.43370115,47.16198635,fuel,yes,Chevron,Pacific Avenue S,10421,,98444,Tacoma,https://www.chevron.com/,,,WA,,,,,+1-253-537-0214,,,,,US,,,"Tacoma; Washington; USA",,,,,,
-122.4345347,47.0976925,fuel,yes,Chevron,Pacific Avenue S,17519,Chevron,98387-8263,Spanaway,https://www.chevronwithtechron.com/,,,WA,,,,,+1-253-539-7180,convenience,,,,US,,,"Spanaway; Washington; USA",,,,,,
-122.296865720674,47.3867988110612,fuel,yes,Chevron,Pacific Highway South,23845,Chevron,98198,Des Moines,,Chevron,,,Q319642,en:Chevron Corporation,,,,,,,,,,,,,,,,,
-122.401435099883,47.1570891523472,fuel,yes,Chevron,Portland Avenue E,10915,,98445,Tacoma,https://www.chevron.com/,,,WA,,,,,+1-253-536-7532,,,,,US,,,"Tacoma; Washington; USA",,,,,,
-122.21782585,47.48393025,fuel,yes,Chevron,Rainier Avenue South,77,Chevron,98057,Renton,,,,,Q319642,en:Chevron Corporation,,,,,,,,,,,,,,,,,
-122.47939265,47.2064386,fuel,yes,Chevron,S 56th Street,3305,,98409,Tacoma,https://www.chevron.com/,,,WA,,,,,+1-253-471-3665,,,,,,,,,,,,,,
-122.46006335,47.19125935,fuel,yes,Chevron,S 72nd Street,1772,Chevron,98408,Tacoma,https://www.chevron.com/,,,WA,Q319642,en:Chevron Corporation,,,+1-253-471-4884,,,,,US,,,"Tacoma; Washington; USA",,,,,,
-122.303708575218,47.1603595503107,fuel,yes,Chevron,South Hill Park Drive,804,,98373-1407,Puyallup,https://www.chevronwithtechron.com/,,,WA,,,,,+1-253-435-0475,,,,,US,,,"Puyallup; Washington; USA",,,,,,
-122.384362200124,47.5813651999982,fuel,yes,Chevron,Southwest Admiral Way,4100,,98116,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.468396216772,47.1561502000871,fuel,yes,Chevron,Steele Street South,11122,,98499,Tacoma,https://www.chevron.com/,,,WA,,,,,+1-253-589-4757,,,,,US,,,"Tacoma; Washington; USA",,,,,,
-122.00265546658,47.8490371280659,fuel,yes,Chevron,West Main Street,17025,Chevron,98272-1952,Monroe,http://chevronwithtechron.com,,,,,,,,+1-360-805-0133,,,,,,,,,1,,,,,
-122.247794424318,47.3808918335656,fuel,yes,Chevron,West Meeker Street,1202,,98032,Kent,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.9080498,46.14421235,fuel,yes,Chevron,,,Chevron,,,,,,,Q319642,en:Chevron Corporation,,,,,,,,,,,,,,,,,
-122.93304915,46.14611985,fuel,yes,Chevron,,,Chevron,,,,,,,Q319642,en:Chevron Corporation,,,,,,,,,,,,,,,,,
-122.943091673556,46.1155733007582,fuel,yes,Chevron,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-122.96265255,46.1477664,fuel,yes,Chevron,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-122.892053374976,46.4182457495265,fuel,yes,Chevron,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-122.322816819476,47.502816699111,fuel,yes,Chevron,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-122.281903449541,47.7515657709272,fuel,yes,Chevron,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.312704177135,47.2829775998168,fuel,yes,Chevron,,,,98003,Federal Way,,,,WA,,,,,,,,,,US,,,"Federal Way; Washington; USA",,,,,,
-118.36775235,47.1178450999861,fuel,yes,Chevron,,,,,,,Chevron,,,,,,,,,,,,,,,,,,,,,
-122.644606974352,45.7170862995372,fuel,yes,Chevron,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
-122.228401330356,47.3532321497062,fuel,yes,Chevron,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.22841665,47.41167405,fuel,yes,Chevron,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.2490047,47.4233839,fuel,yes,Chevron,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.6892001,45.81555975,fuel,yes,Chevron,,,,,,,,,,,,,,,convenience,,,,,,,,,,,,,
-122.51837505,48.45660425,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,Chevron,,,
-122.378925128937,45.5810074887584,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.478238618904,45.593579650462,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.55525965,45.617745,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5066339,45.6361265,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.53118475,45.64260845,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.600196149353,45.640920850009,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5482847,45.6687747,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.62565455,45.63896725,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.66889385,45.8629484,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.41249985,47.4229556,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.645066013215,47.0933124000583,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.221898349613,47.3211871999968,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.147822,47.48814135,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.296922578254,47.4230125009731,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.260884325,47.4556678496897,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.334175603205,47.4408595999572,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.28489195,47.4739285,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5152296,47.29798175,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1653842,47.50440915,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.19967055,47.5181454,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1680868,47.62163925,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.291113605383,47.5061374499149,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3868029,47.5814902,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1327716,47.63208595,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.04069230873,47.6951843501478,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.322686298751,47.6904791500392,fuel,yes,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.57964675,47.3038031,fuel,yes,Chevron Gig Harbor,Point Fosdick Drive Northwest,5006,,98335,Gig Harbor,https://www.chevronwithtechron.com/,Chevron,,,,,,,+1 253-851-5335,convenience,,,,,,,,,,,,,
-119.221024329173,46.27126414994,fuel,yes,Circle K,Broadmoor Boulevard,4823,,99301,Pasco,,,yes,WA,,,,,,,,,,,,,,,,,,,
-120.547926,46.9910354,fuel,yes,Circle K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.233851549711,47.4227236999952,fuel,yes,Commercial Fueling,80th Avenue South,20007,,98032,Kent,,,,,,,,,,,,,,,,,,,,,,,
-120.5090766,46.58547805,fuel,yes,Conoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.121759336087,47.3540663000195,fuel,yes,Costco Gasoline,Covington Way Southeast,27616,Costco Gasoline,98042,Covington,,Costco,,,Q715583,en:Costco,"Mo-Fr 06:00-21:30; Sa-Su 07:00-19:00",,,,,,,,,,,,customers,,yes,,
-122.312990374703,47.2865080494069,fuel,yes,Costco Gasoline,Enchanted Parkway South,35100,Costco Gasoline,98003,Federal Way,,Costco,,WA,Q715583,en:Costco,,,,,,,,US,,,"Federal Way;Washington;USA",,customers,,yes,,
-122.4754291,45.6228846,fuel,yes,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,Q715583,en:Costco,,,,,,,,,,,,,customers,,yes,,
-122.091347099425,47.6725127999968,fuel,yes,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,Q715583,en:Costco,,,,,,,,,,,,,customers,,yes,,
-122.309966875,47.8263745497919,fuel,yes,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,Q715583,en:Costco,,,,,,,,,,,,,customers,,yes,,
-122.158076994269,47.1681050637466,fuel,yes,Costco Gasoline,,,Costco Gasoline,,,,,,,Q715583,en:Costco,,,,,,,,,,,,,customers,,,,
-122.30132565,46.0522093,fuel,yes,Cougar Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3554517,47.3226312,fuel,yes,Dash Point ARCO,1600 SW 312th ST,1600,Arco,98023,Federal Way,https://www.arco.com/,Atlantic Richfield Company,,WA,,,24/7,,(253) 529-2475,,,,,,,,,,,,,,
-122.356428876715,47.3225845004143,fuel,yes,Dash Point Chevron,Southwest Dash Point Road,1650,Chevron,98023,Federal Way,,Chevron Corporation,,,,,,,,,,,,,,yes,,,,,,,
-120.54320975,46.97706665,fuel,yes,Eagle Truck Stop,,,,,,,,,,,,,,,,,,,,,,,,,Eagle Truck Stop,,,
-122.572915178002,47.0905961498766,fuel,yes,Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.57655085,45.67794,fuel,yes,Five Corners,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.963394339693,46.1479179002473,fuel,yes,Fred Meyer,Ocean Beach Highway,,,98632,,,Fred Meyer,,,,,,,,,,,,,,,,,,,,,
-122.296339550003,47.199741250004,fuel,yes,Fred Meyer,,,,,,,,,,,,,,,,,,,,,,"Puyallup; Washington; USA",,,,,,
-122.5506024,45.6774209,fuel,yes,Fred Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.663302550278,45.6755587999966,fuel,yes,Fred Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.224767198193,47.3161230999868,fuel,yes,Fred Meyer Fuel Center,Auburn Way North,815,,98002,Auburn,,,,,,,,,,,,,,,,,,,,,,,
-122.1202393,47.35617485,fuel,yes,Fred Meyer Fuel Center,,,,,,,,,,,,Mo-Su 07:00-23:00,,,,,,,,,,,,,,,,
